id,icao_code,iata_code,name,type,city_id,country_id,continent_id,website_url,created_at,updated_at,latitude_deg,longitude_deg,elevation_ft,wikipedia_link
710,VABP,BHO,Raja Bhoj International Airport,medium_airport,5608,76,1,http://aai.aero/allAirports/bhopal_generalinfo.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,23.28750038,77.33740234,1711,https://en.wikipedia.org/wiki/Bhopal_Airport
711,VNBJ,BHP,Bhojpur Airport,small_airport,48179,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.1474,87.050797,4000,https://en.wikipedia.org/wiki/Bhojpur_Airport
712,YBHI,BHQ,Broken Hill Airport,medium_airport,6841,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-32.00139999,141.4720001,958,https://en.wikipedia.org/wiki/Broken_Hill_Airport
713,VNBP,BHR,Bharatpur Airport,small_airport,5542,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.678101,84.429398,600,https://en.wikipedia.org/wiki/Bharatpur_Airport
714,YBTH,BHS,Bathurst Airport,medium_airport,4641,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-33.406817,149.651161,2435,https://en.wikipedia.org/wiki/Bathurst_Airport_(New_South_Wales)
715,BHT,BHT,Brighton Downs Airport,small_airport,48180,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-23.363333,141.562778,390,
716,VABV,BHU,Bhavnagar Airport,medium_airport,5567,76,1,http://aai.aero/allAirports/bhavnagar.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,21.75219917,72.18520355,44,https://en.wikipedia.org/wiki/Bhavnagar_Airport
717,OPBW,BHV,Bahawalpur Airport,medium_airport,3590,133,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,29.34810066,71.71800232,392,https://en.wikipedia.org/wiki/Bahawalpur_Airport
718,OPBG,BHW,Bhagatanwala Airport,small_airport,48181,133,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.05609894,72.9484024,600,
719,EGBB,BHX,Birmingham International Airport,large_airport,5865,187,3,http://www.bhx.co.uk/,2024-06-27 0:00:00,2024-06-27 0:00:00,52.453899,-1.74803,327,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom)
720,ZGBH,BHY,Beihai Fucheng Airport,medium_airport,48182,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,21.5394,109.293999,,https://en.wikipedia.org/wiki/Beihai_Fucheng_Airport
721,LFKB,BIA,Bastia-Poretta Airport,medium_airport,48183,60,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,42.55270004,9.483730316,26,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport
722,HCMB,BIB,Baidoa Airport,small_airport,3619,162,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.10192,43.627137,1820,https://en.wikipedia.org/wiki/Baidoa_Airport
723,LFEA,BIC,Aérodrome de Belle Île,small_airport,4149,60,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,47.325256,-3.201255,171,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île
724,KBID,BID,Block Island State Airport,small_airport,48184,188,4,http://www.blockislandri.net/blockislandairport.htm,2024-06-27 0:00:00,2024-06-27 0:00:00,41.168446,-71.578631,108,https://en.wikipedia.org/wiki/Block_Island_State_Airport
725,KBIE,BIE,Beatrice Municipal Airport,small_airport,4793,188,4,http://beatriceairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,40.3013,-96.754097,1324,https://en.wikipedia.org/wiki/Beatrice_Municipal_Airport
726,KBIF,BIF,Biggs Army Air Field (Fort Bliss),medium_airport,48185,188,4,https://www.bliss.army.mil/biggs/,2024-06-27 0:00:00,2024-06-27 0:00:00,31.84950066,-106.3799973,3946,https://en.wikipedia.org/wiki/Biggs_Army_Airfield
727,PABI,BIG,Allen Army Airfield,medium_airport,48186,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,63.99449921,-145.7220001,1291,https://en.wikipedia.org/wiki/Allen_Army_Airfield00000000000000
728,KBIH,BIH,Eastern Sierra Regional Airport,medium_airport,48187,188,4,http://www.inyocounty.us/Airport/index.html,2024-06-27 0:00:00,2024-06-27 0:00:00,37.3731,-118.363998,4124,https://en.wikipedia.org/wiki/Eastern_Sierra_Regional_Airport
729,MH-BII,BII,Enyu Airfield,small_airport,48188,110,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,11.5225,165.565002,,https://en.wikipedia.org/wiki/Bikini_Atoll_Airport
731,WABB,BIK,Frans Kaisiepo Airport,medium_airport,5618,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-1.19002,136.108002,46,https://en.wikipedia.org/wiki/Frans_Kaisiepo_Airport
732,KBIL,BIL,Billings Logan International Airport,medium_airport,5760,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,45.807701,-108.542999,3652,https://en.wikipedia.org/wiki/Billings_Logan_International_Airport
733,MYBS,BIM,South Bimini Airport,medium_airport,48189,12,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,25.69989967,-79.26470184,10,https://en.wikipedia.org/wiki/South_Bimini_Airport
734,OABN,BIN,Bamyan Airport,small_airport,3884,1,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,34.808916,67.816629,8367,https://en.wikipedia.org/wiki/Bamyan_Airport
735,LEBB,BIO,Bilbao Airport,medium_airport,5735,165,3,https://www.aena.es/en/bilbao.html,2024-06-27 0:00:00,2024-06-27 0:00:00,43.301102,-2.91061,138,https://en.wikipedia.org/wiki/Bilbao_Airport
737,LFBZ,BIQ,Biarritz-Anglet-Bayonne Airport,medium_airport,48190,60,3,https://biarritz.aeroport.fr/en/,2024-06-27 0:00:00,2024-06-27 0:00:00,43.468333,-1.531111,245,https://en.wikipedia.org/wiki/Biarritz_-_Anglet_-_Bayonne_Airport
738,VNVT,BIR,Biratnagar Airport,medium_airport,5843,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.48150063,87.26399994,236,https://en.wikipedia.org/wiki/Biratnagar_Airport
739,KBIS,BIS,Bismarck Municipal Airport,medium_airport,5927,188,4,http://bismarckairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,46.77270126,-100.7460022,1661,https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport
740,VNBT,BIT,Baitadi Airport,small_airport,48191,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,29.463421,80.548968,4200,
741,BIBD,BIU,Bildudalur Airport,small_airport,48192,75,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,65.641296,-23.5462,18,https://en.wikipedia.org/wiki/B%C3%ADldudalur_Airport
742,FEFR,BIV,Bria Airport,small_airport,6768,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.527780056,21.98940086,1975,https://en.wikipedia.org/wiki/Bria_Airport
744,KBIX,BIX,Keesler Air Force Base,medium_airport,5766,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,30.41040039,-88.92440033,33,https://en.wikipedia.org/wiki/Keesler_Air_Force_Base
745,FABE,BIY,Bisho Airport,medium_airport,48193,163,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-32.897099,27.2791,1950,https://en.wikipedia.org/wiki/Bhisho_Airport
746,DAAE,BJA,Soummam–Abane Ramdane Airport,medium_airport,48194,3,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,36.711952,5.069804,20,https://en.wikipedia.org/wiki/Abane_Ramdane_Airport
747,OIMN,BJB,Bojnord Airport,medium_airport,48195,78,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.49300003,57.30820084,3499,https://en.wikipedia.org/wiki/Bojnourd_Airport
748,KBJC,BJC,Rocky Mountain Metropolitan Airport,medium_airport,11270,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,39.908798,-105.116997,5673,https://en.wikipedia.org/wiki/Rocky_Mountain_Metropolitan_Airport
749,BIBK,BJD,Bakkafjörður Airport,small_airport,48196,75,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,66.02189636,-14.82439995,14,
750,BJE,BJE,Baleela Airport,small_airport,48197,167,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,11.19944444,28.52305556,1690,
751,ENBS,BJF,Båtsfjord Airport,medium_airport,48198,131,3,https://avinor.no/en/airport/batsfjord-airport/,2024-06-27 0:00:00,2024-06-27 0:00:00,70.60050201,29.69140053,490,https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport
752,ID-BJG,BJG,Boalang Airport,small_airport,48199,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.97289598,122.1449966,146,
753,VNBG,BJH,Bajhang Airport,small_airport,48200,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,29.539,81.185402,4100,https://en.wikipedia.org/wiki/Bajhang_Airport
754,KBJI,BJI,Bemidji Regional Airport,medium_airport,5143,188,4,http://www.bemidjiairport.org/,2024-06-27 0:00:00,2024-06-27 0:00:00,47.50939941,-94.93370056,1391,https://en.wikipedia.org/wiki/Bemidji_Regional_Airport
755,KBJJ,BJJ,Wayne County Airport,small_airport,46490,188,4,http://www.woosterwaynecountyairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,40.87480164,-81.88829803,1136,https://en.wikipedia.org/wiki/Wayne_County_Airport_(Ohio) 
